trigram,count
forest engineering university,4
engineering university natural,4
life sciences german,4
tree selection models,3
canopy height model,3
terrestrial laser scanning,3
multi objective solutions,3
dbh tree height,3
height gap adjacent,3
number harvest blocks,3
conservation reference point,3
yann dujardin iadine,3
sheppard meitner spilsbury,3
stochastic forest management,3
road building schedule,3
forest management policies,3
harvested timber stored,3
genetic algorithm multi,3
algorithm multi objective,3
aristotle university thessaloniki,3
spatial temporal arrangement,3
policy economics fig,3
polytechnic university coimbra,3
aiming maximise timber,3
timber harvest volume,3
dominated solutions spacing,3
objective optimisation problems,3
minimising standard deviation,3
application heuristic network,3
network algorithm cable,3
algorithm cable logging,3
logging layout design,3
swiss federal institute,3
cable logging layouts,3
minimization network problem,3
harvest planning area,3
timber harvest layouts,3
logging transportation costs,3
intermediate solution optimal,3
indicative intermediate solution,3
fewer tons sediments,3
multi objective models,3
objective models forest,3
models forest harvest,3
universidade santiago compostela,3
maximize economic profitability,3
eero holmstrom jussi,3
single objective time,3
ant colony optimization,3
pedro alto oaxaca,3
aplicable rodales edades,3
segunda cosecha comercial,3
multiple mutation elitism,3
mutation elitism gn3,3
mejor solucion conocida,3
design management multi,3
normalized normal constraint,3
normal constraint method,3
logistics network structure,3
multi criteria optimization,3
supply energy wood,3
volume energy wood,3
maxi mizing profit,3
mizing profit minimizing,3
profit minimizing co2,3
minimizing co2 emissions,3
energy wood solid,3
xijk pwt twh,3
cijk xijk cijk,3
xijk cijk xijk,3
terminals shipping stations,3
forest planning tree,2
planning tree level,2
center global discovery,2
global discovery conservation,2
discovery conservation science,2
conservation science arizona,2
borgesetal alvarez mirandaetal,2
onkk onenetal peuraetal,2
bartkowskietal fedorandzvar ikov,2
rights reserved fig,2
alvarez miranda garcia,2
miranda garcia gonzalo,2
revueforesti erefranc aise,2
scale personal non,2
personal non commercial,2
relevant site licence,2
site licence personal,2
licence personal subscription,2
multi objective spatial,2
objective spatial forest,2
objectives maximization timber,2
optimization algorithm self,2
algorithm self organization,2
self organization applied,2
sum objective functions,2
objective functions produces,2
functions produces pareto,2
produces pareto front,2
manages overcome local,2
overcome local character,2
local character transition,2
character transition rule,2
transition rule achieve,2
rule achieve global,2
achieve global emergent,2
community san pedro,2
